,평점,숙박가격,객실수,총후기,경쟁업소_수(1km내),경쟁업소_최단거리(1km내),경쟁업소_최장거리(1km내),경쟁업소_평균거리(1km내),버스정류장_수(1km내),지하철역_수(1km내),버스정류장_최단거리(1km내),버스정류장_평균거리(1km내),지하철역_최단거리(1km내),지하철역_평균거리(1km내),교통유동인구_월평균승차수(1km내),교통유동인구_월평균하차수(1km내),교통유동인구_월평균승하차총계(1km내),관광지_수(1km내),쇼핑몰_수(1km내),관광지_최단거리(1km내),관광지_평균거리(1km내),쇼핑몰_최단거리(1km내),쇼핑몰_평균거리(1km내)
260,4.7,73000,56,252,17,0.0,0.94,0.36,54,1,0.04,0.57,0.58,0.58,18700.75,19000.14,37700.9,13,2,0.52,0.77,0.57,0.7
262,4.1,95000,53,64,11,0.0,0.68,0.13,99,4,0.15,0.63,0.27,0.67,37969.31,37086.1,75055.41,16,2,0.51,0.8,0.76,0.77
263,3.8,100000,49,84,53,0.0,0.99,0.39,62,5,0.11,0.69,0.29,0.75,67774.3,68449.56,136223.86,4,1,0.65,0.79,0.92,0.92
265,4.6,143000,152,64,139,0.06,1.0,0.61,103,11,0.24,0.67,0.32,0.71,114205.82,111686.91,225892.73,17,12,0.19,0.8,0.2,0.45
269,4.6,253000,67,468,107,0.09,0.98,0.52,102,7,0.07,0.64,0.41,0.63,97819.54,95668.21,193487.75,12,13,0.13,0.64,0.14,0.34
270,3.7,60000,90,48,39,0.48,0.99,0.88,66,3,0.02,0.65,0.54,0.77,20559.25,22079.11,42638.37,5,5,0.43,0.74,0.43,0.66
271,5.0,100000,55,76,17,0.09,0.92,0.5,88,8,0.03,0.67,0.25,0.62,36697.55,35549.39,72246.94,4,9,0.14,0.39,0.23,0.64
272,4.2,100000,174,212,106,0.02,1.0,0.64,77,9,0.18,0.71,0.33,0.59,98282.47,96878.2,195160.67,10,11,0.33,0.7,0.57,0.83
274,3.8,165000,252,174,90,0.04,0.99,0.61,105,9,0.07,0.59,0.27,0.66,91485.74,92380.99,183866.73,13,15,0.19,0.68,0.25,0.59
275,4.4,132300,114,719,111,0.03,1.0,0.53,92,10,0.05,0.68,0.2,0.75,109426.54,108173.58,217600.13,14,12,0.1,0.72,0.04,0.39
276,4.6,641300,278,154,115,0.0,1.0,0.62,109,8,0.08,0.62,0.16,0.6,103738.34,101102.46,204840.8,16,13,0.27,0.72,0.09,0.41
277,3.7,50000,57,124,17,0.0,0.73,0.28,83,3,0.05,0.62,0.22,0.38,21512.72,22683.38,44196.1,8,4,0.13,0.45,0.13,0.18
280,2.8,85000,88,4,82,0.08,0.99,0.45,100,7,0.05,0.64,0.25,0.57,68199.83,66169.29,134369.12,16,2,0.25,0.64,0.43,0.47
281,4.8,190000,100,321,112,0.02,0.99,0.59,74,9,0.18,0.68,0.21,0.67,116044.94,114003.09,230048.03,8,11,0.28,0.58,0.35,0.65
283,4.3,150000,166,332,5,0.2,0.7,0.5,67,3,0.07,0.61,0.06,0.52,20083.78,21201.78,41285.56,12,2,0.34,0.63,0.35,0.37
285,3.0,451000,200,2,109,0.0,0.98,0.52,99,7,0.14,0.66,0.33,0.65,99886.37,97865.96,197752.33,13,12,0.19,0.68,0.17,0.32
287,4.7,217500,180,775,73,0.25,1.0,0.68,133,10,0.13,0.67,0.2,0.7,70644.22,71025.86,141670.08,13,15,0.2,0.7,0.48,0.73
288,3.2,90000,60,577,21,0.0,0.93,0.42,61,4,0.02,0.57,0.67,0.77,61461.63,64482.48,125944.1,11,6,0.13,0.65,0.07,0.62
291,4.7,220000,243,394,135,0.06,1.0,0.62,107,9,0.02,0.63,0.15,0.65,106827.92,103555.39,210383.31,14,13,0.14,0.71,0.1,0.4
293,4.7,77650,51,121,4,0.0,0.26,0.17,92,1,0.05,0.63,0.7,0.7,21088.64,20906.41,41995.05,8,2,0.28,0.78,0.37,0.47
294,3.6,46560,84,226,18,0.0,0.74,0.22,88,2,0.03,0.64,0.11,0.24,24676.3,25384.57,50060.87,14,4,0.16,0.64,0.16,0.4
296,4.2,114950,94,548,8,0.32,0.97,0.7,57,5,0.16,0.72,0.54,0.67,77547.09,78823.11,156370.2,22,7,0.12,0.54,0.61,0.72
298,4.8,220000,126,171,112,0.09,1.0,0.63,80,10,0.23,0.69,0.35,0.6,99357.42,98776.0,198133.42,11,12,0.28,0.73,0.59,0.83
300,4.7,264000,310,218,151,0.06,1.0,0.63,106,13,0.16,0.68,0.33,0.74,116040.88,113955.17,229996.05,15,13,0.28,0.77,0.29,0.57
302,3.9,60000,30,14,9,0.0,0.93,0.6,99,1,0.1,0.7,0.66,0.66,23028.49,23826.4,46854.89,8,3,0.21,0.79,0.41,0.62
304,4.7,100000,55,323,22,0.0,0.95,0.56,134,7,0.07,0.63,0.5,0.73,38654.93,40498.58,79153.51,19,5,0.22,0.63,0.45,0.81
306,3.8,100000,40,29,89,0.06,0.99,0.6,91,9,0.12,0.63,0.13,0.72,97366.59,100730.82,198097.41,12,14,0.37,0.65,0.22,0.58
308,4.6,143000,140,1135,92,0.01,1.0,0.41,101,10,0.2,0.64,0.09,0.6,85006.81,83991.82,168998.63,11,3,0.16,0.57,0.34,0.61
309,4.5,138000,42,13,13,0.26,1.0,0.67,49,4,0.05,0.65,0.22,0.6,65170.47,69324.13,134494.6,2,1,0.27,0.54,0.58,0.58
310,3.6,75000,71,144,45,0.14,0.95,0.52,66,4,0.16,0.69,0.12,0.5,31377.22,31755.68,63132.9,5,7,0.35,0.65,0.58,0.75
317,3.5,50000,29,38,25,0.0,0.97,0.26,69,3,0.09,0.63,0.17,0.39,37523.68,37916.61,75440.29,8,11,0.15,0.64,0.09,0.34
318,4.7,144000,190,2179,18,0.02,0.95,0.26,125,4,0.03,0.69,0.11,0.54,21217.54,20477.54,41695.08,11,1,0.13,0.61,0.22,0.22
321,4.7,330000,272,674,19,0.08,0.93,0.45,142,6,0.03,0.63,0.35,0.67,35431.65,36538.12,71969.77,20,5,0.19,0.54,0.46,0.6
322,3.0,100000,77,1,7,0.0,0.82,0.59,96,1,0.06,0.71,0.72,0.72,13703.67,14106.45,27810.11,22,10,0.14,0.69,0.17,0.53
323,4.7,234000,204,115,108,0.09,0.99,0.56,108,7,0.11,0.63,0.3,0.57,97286.82,94262.39,191549.21,9,13,0.19,0.53,0.07,0.34
324,4.7,264000,213,194,87,0.07,1.0,0.45,101,9,0.08,0.63,0.27,0.62,91493.13,89999.92,181493.05,18,3,0.12,0.66,0.39,0.62
325,4.1,165000,224,1193,131,0.11,1.0,0.59,94,12,0.08,0.64,0.21,0.6,100627.15,99176.87,199804.03,12,9,0.4,0.73,0.62,0.77
327,4.4,178500,100,66,106,0.1,1.0,0.56,71,8,0.05,0.67,0.04,0.69,106256.37,107019.5,213275.88,11,11,0.1,0.66,0.16,0.51
328,4.6,214000,80,420,59,0.15,0.98,0.64,96,9,0.14,0.58,0.26,0.58,69916.28,73131.77,143048.05,13,12,0.31,0.7,0.33,0.7
331,4.0,81830,30,70,4,0.59,0.88,0.71,45,3,0.19,0.64,0.4,0.62,37355.54,37335.46,74691.01,7,3,0.28,0.53,0.45,0.52
332,4.6,130000,83,217,50,0.0,1.0,0.5,79,12,0.05,0.64,0.15,0.69,68430.42,68710.05,137140.47,9,20,0.43,0.81,0.35,0.71
336,4.6,209000,205,10,109,0.0,0.98,0.52,99,7,0.14,0.66,0.33,0.65,99886.37,97865.96,197752.33,13,12,0.19,0.68,0.17,0.32
337,1.0,60000,28,1,12,0.0,0.45,0.23,101,2,0.02,0.59,0.19,0.21,20769.16,20449.8,41218.95,4,5,0.41,0.59,0.2,0.37
338,3.7,131977,40,139,17,0.0,1.0,0.87,58,2,0.05,0.64,0.72,0.83,20433.99,19899.89,40333.88,2,1,0.25,0.47,0.87,0.87
343,3.0,75000,31,22,139,0.0,1.0,0.61,102,11,0.22,0.68,0.29,0.71,114901.52,112547.59,227449.11,15,12,0.24,0.78,0.25,0.49
345,4.6,131977,143,293,77,0.02,1.0,0.7,107,6,0.07,0.64,0.26,0.52,90320.22,87202.19,177522.41,22,14,0.14,0.71,0.05,0.67
347,4.1,131977,61,25,95,0.0,1.0,0.42,100,10,0.18,0.64,0.09,0.59,85951.06,85010.92,170961.97,12,3,0.15,0.61,0.31,0.6
349,4.4,131977,174,9,9,0.22,0.91,0.74,122,4,0.06,0.66,0.57,0.66,50913.68,48456.24,99369.92,4,1,0.57,0.68,0.64,0.64
353,3.7,131977,26,67,43,0.0,1.0,0.68,88,7,0.09,0.6,0.24,0.45,59088.75,61898.68,120987.43,10,8,0.33,0.63,0.33,0.66
358,4.3,131977,18,21,61,0.0,0.92,0.4,140,7,0.07,0.62,0.18,0.68,25525.1,24386.99,49912.09,17,7,0.32,0.63,0.16,0.57
359,3.5,131977,105,2,116,0.03,0.98,0.54,96,10,0.1,0.68,0.2,0.73,109692.73,108257.33,217950.06,15,12,0.11,0.75,0.09,0.39
360,4.7,99990,53,7342,19,0.08,0.98,0.48,63,5,0.16,0.68,0.36,0.73,49700.33,44213.91,93914.24,7,6,0.54,0.83,0.73,0.81
361,4.6,109800,57,9142,53,0.02,1.0,0.4,64,6,0.19,0.7,0.4,0.75,66511.49,66854.45,133365.94,4,1,0.59,0.74,0.85,0.85
362,4.8,100000,49,12292,50,0.02,0.99,0.36,61,6,0.2,0.69,0.41,0.75,68219.69,68294.8,136514.49,4,1,0.62,0.75,0.8,0.8
363,4.8,100000,39,8477,50,0.02,0.98,0.37,66,4,0.11,0.72,0.3,0.74,63011.8,63644.44,126656.25,3,1,0.74,0.81,0.76,0.76
364,4.8,130000,48,2232,51,0.0,0.99,0.44,68,4,0.2,0.7,0.52,0.71,58978.73,58827.06,117805.8,4,1,0.81,0.82,0.58,0.58
365,4.6,109800,59,3602,50,0.02,0.97,0.41,67,4,0.22,0.7,0.51,0.71,59512.28,59399.96,118912.24,4,1,0.8,0.81,0.59,0.59
366,4.5,110000,41,10643,52,0.02,1.0,0.38,63,6,0.16,0.7,0.37,0.76,66511.49,66854.45,133365.94,4,1,0.62,0.76,0.85,0.85
367,4.8,140000,56,1566,50,0.02,0.97,0.37,62,6,0.21,0.69,0.42,0.75,67201.35,67271.44,134472.79,4,1,0.61,0.74,0.81,0.81
368,4.7,110000,40,1059,53,0.0,0.99,0.39,62,5,0.11,0.69,0.29,0.75,67774.3,68449.56,136223.86,4,1,0.65,0.79,0.92,0.92
370,4.7,130000,53,9576,54,0.0,1.0,0.4,60,4,0.1,0.68,0.27,0.7,70071.28,70858.77,140930.05,4,1,0.66,0.8,0.93,0.93
371,4.4,99800,40,7603,54,0.02,0.98,0.41,63,4,0.04,0.7,0.24,0.73,65497.36,66002.04,131499.4,3,1,0.77,0.81,0.83,0.83
372,4.4,100000,24,2530,49,0.04,0.95,0.37,64,4,0.21,0.7,0.42,0.72,61612.17,61779.52,123391.69,4,1,0.78,0.82,0.66,0.66
373,4.4,95000,40,6000,54,0.02,0.97,0.42,63,4,0.05,0.7,0.23,0.74,65319.42,66103.29,131422.71,3,1,0.75,0.81,0.83,0.83
374,4.7,99800,41,8472,51,0.04,0.98,0.37,66,4,0.07,0.72,0.29,0.73,63297.62,63719.02,127016.64,4,1,0.78,0.84,0.79,0.79
376,4.4,75102,50,4856,43,0.2,0.99,0.72,59,5,0.07,0.66,0.07,0.53,42827.43,39940.85,82768.28,4,4,0.37,0.67,0.67,0.91
377,4.6,110000,48,5034,31,0.02,1.0,0.7,105,4,0.1,0.62,0.12,0.48,65354.49,65016.4,130370.89,4,1,0.27,0.54,0.64,0.64
378,4.6,148800,48,2890,49,0.0,0.99,0.36,64,4,0.21,0.7,0.43,0.7,61631.64,61707.6,123339.24,4,1,0.76,0.8,0.68,0.68
379,4.9,140000,51,222,20,0.04,0.95,0.46,62,5,0.15,0.69,0.34,0.63,47101.56,44067.9,91169.46,7,5,0.33,0.73,0.73,0.8
380,4.6,95000,34,3464,50,0.03,0.98,0.37,64,4,0.14,0.71,0.35,0.73,63117.79,63484.89,126602.68,4,1,0.76,0.84,0.72,0.72
381,4.6,120000,64,9665,31,0.02,1.0,0.7,106,4,0.09,0.61,0.11,0.47,64586.54,64231.79,128818.34,4,1,0.25,0.53,0.64,0.64
382,4.7,100000,41,6015,22,0.02,1.0,0.52,61,5,0.13,0.69,0.31,0.6,46573.69,42847.22,89420.92,7,5,0.31,0.74,0.76,0.83
383,4.4,100000,45,6597,21,0.19,0.95,0.5,67,6,0.11,0.68,0.52,0.76,70616.67,67285.16,137901.83,9,5,0.48,0.73,0.54,0.68
384,4.2,75102,42,4152,20,0.04,0.95,0.46,62,5,0.12,0.68,0.32,0.64,46822.16,43146.41,89968.58,7,5,0.36,0.74,0.73,0.81
385,4.4,75102,33,1225,57,0.0,0.94,0.68,96,5,0.14,0.68,0.4,0.63,73383.04,73065.45,146448.48,4,1,0.52,0.65,0.94,0.94
386,4.6,100000,40,5234,20,0.12,1.0,0.51,69,5,0.12,0.69,0.48,0.76,70653.93,66519.14,137173.07,8,6,0.6,0.81,0.63,0.76
387,4.2,95000,55,5291,17,0.14,0.97,0.58,49,4,0.07,0.66,0.65,0.8,83140.01,87822.43,170962.44,7,2,0.48,0.66,0.87,0.91
388,3.9,130000,44,5023,20,0.16,0.98,0.6,110,3,0.13,0.65,0.2,0.43,61252.23,60838.77,122091.0,5,1,0.39,0.7,0.55,0.55
389,4.5,90000,39,7078,50,0.03,0.98,0.36,68,4,0.15,0.72,0.36,0.71,60252.38,60603.0,120855.39,4,1,0.79,0.82,0.72,0.72
390,4.6,100000,40,3602,26,0.02,1.0,0.59,60,5,0.11,0.68,0.29,0.61,46579.03,43040.07,89619.11,7,5,0.32,0.75,0.77,0.83
391,4.5,100000,45,3036,45,0.33,1.0,0.8,61,1,0.04,0.66,0.74,0.74,44248.55,46303.18,90551.73,1,1,0.08,0.08,0.88,0.88
393,4.4,90000,40,3842,17,0.0,1.0,0.87,58,2,0.05,0.64,0.72,0.83,20433.99,19899.89,40333.88,2,1,0.25,0.47,0.87,0.87
394,4.9,130000,45,232,52,0.02,1.0,0.38,64,6,0.18,0.7,0.39,0.76,66511.49,66854.45,133365.94,4,1,0.62,0.75,0.83,0.83
397,4.4,95000,20,926,8,0.53,0.96,0.86,35,3,0.21,0.74,0.57,0.81,85063.9,84711.4,169775.3,7,2,0.73,0.79,0.84,0.9
398,4.5,85000,24,3996,50,0.02,0.97,0.37,65,4,0.12,0.71,0.32,0.73,63065.9,63829.66,126895.56,4,1,0.75,0.85,0.74,0.74
399,4.6,75102,18,2767,8,0.23,0.97,0.81,61,5,0.03,0.7,0.11,0.54,35604.69,36369.61,71974.3,6,1,0.66,0.87,0.73,0.73
400,4.8,200000,39,68,49,0.0,1.0,0.39,65,5,0.19,0.7,0.49,0.75,60907.04,60829.42,121736.46,5,1,0.76,0.84,0.63,0.63
